"DatePosted","CVE","BulletinKB","Title","AffectedProduct","AffectedComponent","Severity","Impact","Exploits"
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20190709
CVE: CVE-2019-1083
KB: KB4507419
Title: .NET Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20210914
CVE: CVE-2021-38639
KB: KB5005568
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210914
CVE: CVE-2021-38639
KB: KB5005568
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210914
CVE: CVE-2021-38639
KB: KB5005568
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210914
CVE: CVE-2021-38639
KB: KB5005568
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35638
KB: KB5033371
Title: DHCP Server Service Denial of Service Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35638
KB: KB5033371
Title: DHCP Server Service Denial of Service Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35638
KB: KB5033371
Title: DHCP Server Service Denial of Service Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35638
KB: KB5033371
Title: DHCP Server Service Denial of Service Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230613
CVE: CVE-2023-32030
KB: KB5027536
Title: .NET and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230613
CVE: CVE-2023-32030
KB: KB5027536
Title: .NET and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230613
CVE: CVE-2023-32030
KB: KB5027536
Title: .NET and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230613
CVE: CVE-2023-32030
KB: KB5027536
Title: .NET and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36964
KB: KB5005568
Title: Windows Event Tracing Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36964
KB: KB5005568
Title: Windows Event Tracing Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36964
KB: KB5005568
Title: Windows Event Tracing Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36964
KB: KB5005568
Title: Windows Event Tracing Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231102
CVE: CVE-2023-36788
KB: KB5030178
Title: .NET Framework Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231102
CVE: CVE-2023-36788
KB: KB5030178
Title: .NET Framework Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231102
CVE: CVE-2023-36788
KB: KB5030178
Title: .NET Framework Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231102
CVE: CVE-2023-36788
KB: KB5030178
Title: .NET Framework Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231212
CVE: CVE-2023-21740
KB: KB5033371
Title: Windows Media Remote Code Execution Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231212
CVE: CVE-2023-21740
KB: KB5033371
Title: Windows Media Remote Code Execution Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231212
CVE: CVE-2023-21740
KB: KB5033371
Title: Windows Media Remote Code Execution Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231212
CVE: CVE-2023-21740
KB: KB5033371
Title: Windows Media Remote Code Execution Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35632
KB: KB5033371
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35632
KB: KB5033371
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35632
KB: KB5033371
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-35632
KB: KB5033371
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20220809
CVE: CVE-2022-34302
KB: KB5012170
Title: CERT/CC: CVE-2022-34302 New Horizon Data Systems Inc Boot Loader Bypass
Affected product: Windows Server 2019
Affected component: CERT/CC
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20220809
CVE: CVE-2022-34302
KB: KB5012170
Title: CERT/CC: CVE-2022-34302 New Horizon Data Systems Inc Boot Loader Bypass
Affected product: Windows Server 2019
Affected component: CERT/CC
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20220809
CVE: CVE-2022-34302
KB: KB5012170
Title: CERT/CC: CVE-2022-34302 New Horizon Data Systems Inc Boot Loader Bypass
Affected product: Windows Server 2019
Affected component: CERT/CC
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20220809
CVE: CVE-2022-34302
KB: KB5012170
Title: CERT/CC: CVE-2022-34302 New Horizon Data Systems Inc Boot Loader Bypass
Affected product: Windows Server 2019
Affected component: CERT/CC
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231117
CVE: CVE-2023-36560
KB: KB5032337
Title: ASP.NET Security Feature Bypass Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231117
CVE: CVE-2023-36560
KB: KB5032337
Title: ASP.NET Security Feature Bypass Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231117
CVE: CVE-2023-36560
KB: KB5032337
Title: ASP.NET Security Feature Bypass Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231117
CVE: CVE-2023-36560
KB: KB5032337
Title: ASP.NET Security Feature Bypass Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231114
CVE: CVE-2023-38039
KB: KB5032196
Title: Hackerone: CVE-2023-38039 HTTP headers eat all memory
Affected product: Windows Server 2019
Affected component: Mitre
Severity: Low
Impact: Denial of Service
Exploit: n/a

Date: 20231114
CVE: CVE-2023-38039
KB: KB5032196
Title: Hackerone: CVE-2023-38039 HTTP headers eat all memory
Affected product: Windows Server 2019
Affected component: Mitre
Severity: Low
Impact: Denial of Service
Exploit: n/a

Date: 20231114
CVE: CVE-2023-38039
KB: KB5032196
Title: Hackerone: CVE-2023-38039 HTTP headers eat all memory
Affected product: Windows Server 2019
Affected component: Mitre
Severity: Low
Impact: Denial of Service
Exploit: n/a

Date: 20231114
CVE: CVE-2023-38039
KB: KB5032196
Title: Hackerone: CVE-2023-38039 HTTP headers eat all memory
Affected product: Windows Server 2019
Affected component: Mitre
Severity: Low
Impact: Denial of Service
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36960
KB: KB5005568
Title: Windows SMB Information Disclosure Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Information Disclosure
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36960
KB: KB5005568
Title: Windows SMB Information Disclosure Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Information Disclosure
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36960
KB: KB5005568
Title: Windows SMB Information Disclosure Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Information Disclosure
Exploit: n/a

Date: 20210923
CVE: CVE-2021-36960
KB: KB5005568
Title: Windows SMB Information Disclosure Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Information Disclosure
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20221115
CVE: CVE-2020-0689
KB: KB5012170
Title: Microsoft Secure Boot Security Feature Bypass Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20231121
CVE: CVE-2023-36796
KB: KB5030178
Title: Visual Studio Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231121
CVE: CVE-2023-36796
KB: KB5030178
Title: Visual Studio Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231121
CVE: CVE-2023-36796
KB: KB5030178
Title: Visual Studio Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20231121
CVE: CVE-2023-36796
KB: KB5030178
Title: Visual Studio Remote Code Execution Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Remote Code Execution
Exploit: n/a

Date: 20190213
CVE: ADV190003
KB: KB4487038
Title: February 2019 Adobe Flash Security Update
Affected product: Adobe Flash Player on Windows Server 2019
Affected component: Adobe Flash Player
Severity: Important
Impact: Information Disclosure
Exploit: n/a

Date: 20210923
CVE: CVE-2021-38638
KB: KB5005568
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-38638
KB: KB5005568
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-38638
KB: KB5005568
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20210923
CVE: CVE-2021-38638
KB: KB5005568
Title: Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-36011
KB: KB5033371
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-36011
KB: KB5033371
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-36011
KB: KB5033371
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20231212
CVE: CVE-2023-36011
KB: KB5033371
Title: Win32k Elevation of Privilege Vulnerability
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Elevation of Privilege
Exploit: n/a

Date: 20230629
CVE: CVE-2023-29331
KB: KB5027536
Title: .NET, .NET Framework, and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230629
CVE: CVE-2023-29331
KB: KB5027536
Title: .NET, .NET Framework, and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230629
CVE: CVE-2023-29331
KB: KB5027536
Title: .NET, .NET Framework, and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230629
CVE: CVE-2023-29331
KB: KB5027536
Title: .NET, .NET Framework, and Visual Studio Denial of Service Vulnerability
Affected product: Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Denial of Service
Exploit: n/a

Date: 20230110
CVE: ADV200011
KB: KB5012170
Title: Microsoft Guidance for Addressing Security Feature Bypass in GRUB
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20230110
CVE: ADV200011
KB: KB5012170
Title: Microsoft Guidance for Addressing Security Feature Bypass in GRUB
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20230110
CVE: ADV200011
KB: KB5012170
Title: Microsoft Guidance for Addressing Security Feature Bypass in GRUB
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20230110
CVE: ADV200011
KB: KB5012170
Title: Microsoft Guidance for Addressing Security Feature Bypass in GRUB
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
Impact: Security Feature Bypass
Exploit: n/a

Date: 20230110
CVE: ADV200011
KB: KB5012170
Title: Microsoft Guidance for Addressing Security Feature Bypass in GRUB
Affected product: Windows Server 2019
Affected component: Microsoft
Severity: Important
